Elapsed time,Front travel,Rear travel,Front brake,Rear brake,Acc x,Acc y,Acc z
0.233,14.1,26.9,0,0,0.06,0.16,1.11
0.282,16.6,30.4,0,0,0.14,0.28,1.22
0.283,19.0,34.0,0,0,0.22,0.41,1.33
0.283,21.4,37.6,0,0,0.30,0.50,1.39
0.294,24.0,41.7,0,0,0.26,0.59,1.45
0.294,24.0,42.3,0,0,0.14,0.56,1.39
0.295,24.1,43.0,0,0,0.02,0.53,1.34
0.295,24.2,43.6,0,0,-0.09,0.49,1.28
0.296,24.3,44.2,0,0,-0.21,0.49,1.28
0.296,24.3,44.2,0,0,-0.21,0.49,1.28
0.297,24.3,44.2,0,0,-0.21,0.49,1.28
0.297,24.3,44.2,0,0,-0.21,0.49,1.28
0.346,24.4,42.8,0,0,-0.11,0.36,1.20
0.346,24.4,41.5,0,0,-0.01,0.23,1.11
0.347,24.5,40.1,0,0,0.09,0.11,1.03
0.347,24.5,38.8,0,0,0.20,-0.02,0.94
0.348,24.6,37.4,0,0,0.30,-0.15,0.86
0.348,24.6,37.4,0,0,0.30,-0.15,0.86
0.349,24.6,37.4,0,0,0.30,-0.15,0.86
0.349,24.6,37.4,0,0,0.30,-0.11,0.87
0.360,24.4,36.9,0,0,0.32,-0.06,0.88
0.360,24.2,36.5,0,0,0.34,-0.01,0.88
0.361,24.1,36.0,0,0,0.36,0.03,0.89
0.361,23.9,35.6,0,0,0.38,0.08,0.90
0.362,23.7,35.1,0,0,0.40,0.08,0.90
0.362,23.7,35.1,0,0,0.40,0.08,0.90
0.409,23.1,34.0,0,0,0.30,0.02,0.94
0.410,22.4,32.9,0,0,0.20,-0.03,0.98
0.410,21.7,31.8,0,0,0.10,-0.09,1.02
0.411,21.1,30.7,0,0,0.00,-0.15,1.06
0.411,20.4,29.6,0,0,-0.10,-0.20,1.10
0.412,20.4,29.6,0,0,-0.10,-0.20,1.10
0.412,20.4,29.6,0,0,-0.10,-0.20,1.10
0.413,20.4,29.6,0,0,-0.10,-0.20,1.10
0.413,20.4,29.6,0,0,-0.10,-0.20,1.10
0.413,20.4,29.6,0,0,-0.10,-0.20,1.10
0.414,20.4,29.6,0,0,-0.10,-0.20,1.10
0.415,20.4,29.6,0,0,-0.05,-0.20,1.05
0.425,20.1,29.7,0,0,-0.00,-0.21,0.99
0.425,19.8,29.8,0,0,0.03,-0.21,0.92
0.463,18.3,29.4,0,0,0.07,-0.21,0.86
0.464,16.3,28.9,0,0,0.13,-0.22,0.82
0.475,14.4,28.4,0,0,0.14,-0.23,0.83
0.476,12.7,27.8,0,0,0.16,-0.24,0.85
0.476,11.0,27.2,0,0,0.19,-0.25,0.87
0.477,10.6,27.0,0,0,0.21,-0.27,0.89
0.477,10.6,27.0,0,0,0.21,-0.27,0.89
0.478,10.6,27.0,0,0,0.21,-0.27,0.89
0.478,10.6,27.0,0,0,0.21,-0.27,0.89
0.479,10.6,27.0,0,0,0.21,-0.27,0.89
0.479,10.6,27.0,0,0,0.21,-0.27,0.89
0.480,10.6,27.0,0,0,0.21,-0.27,0.89
0.480,10.6,27.0,0,0,0.21,-0.27,0.89
0.481,10.6,26.9,0,0,0.20,-0.25,0.86
0.527,10.0,27.2,0,0,0.19,-0.24,0.84
0.528,9.4,27.5,0,0,0.18,-0.23,0.82
0.528,8.9,27.7,0,0,0.17,-0.22,0.79
0.529,8.2,28.5,0,0,0.17,-0.15,0.78
0.540,7.5,29.3,0,0,0.17,-0.10,0.80
0.541,7.4,29.7,0,0,0.18,-0.05,0.81
0.541,7.3,30.2,0,0,0.18,-0.00,0.82
0.542,7.2,30.6,0,0,0.18,0.05,0.84
0.542,7.2,30.6,0,0,0.18,0.05,0.84
0.543,7.2,30.6,0,0,0.18,0.05,0.84
0.543,7.2,30.6,0,0,0.18,0.05,0.84
0.544,7.2,30.6,0,0,0.18,0.05,0.84
0.544,7.2,30.6,0,0,0.18,0.05,0.84
0.545,7.2,30.6,0,0,0.18,0.07,0.72
0.591,7.8,29.8,0,0,0.20,0.09,0.60
0.592,8.5,29.1,0,0,0.21,0.11,0.49
0.592,9.2,28.3,0,0,0.23,0.14,0.37
0.593,9.9,27.5,0,0,0.24,0.16,0.25
0.593,10.5,26.8,0,0,0.26,0.16,0.25
0.594,11.1,27.1,0,0,0.25,0.21,0.33
0.605,11.6,27.4,0,0,0.24,0.26,0.40
0.606,12.2,27.8,0,0,0.23,0.32,0.48
0.606,12.7,28.1,0,0,0.22,0.37,0.55
0.607,13.2,28.4,0,0,0.22,0.42,0.62
0.607,13.2,28.4,0,0,0.22,0.42,0.62
0.608,13.2,28.4,0,0,0.22,0.42,0.62
0.608,13.2,28.4,0,0,0.22,0.42,0.62
0.609,13.2,28.4,0,0,0.22,0.42,0.62
0.609,14.6,29.0,0,0,0.30,0.64,0.61
0.657,16.0,29.6,0,0,0.39,0.86,0.60
0.657,17.4,30.2,0,0,0.48,1.07,0.58
0.658,18.8,30.8,0,0,0.57,1.29,0.57
0.658,20.2,31.4,0,0,0.66,1.51,0.56
0.659,20.2,31.4,0,0,0.66,1.51,0.56
0.660,20.2,31.4,0,0,0.44,1.23,0.72
0.671,20.4,31.4,0,0,0.23,0.96,0.89
0.672,20.7,31.4,0,0,0.02,0.68,1.06
0.672,20.9,31.5,0,0,-0.20,0.41,1.23
0.673,21.1,31.5,0,0,-0.41,0.14,1.39
0.673,21.3,31.5,0,0,-0.41,0.14,1.39
0.674,21.3,31.5,0,0,-0.41,0.14,1.39
0.674,21.3,31.5,0,0,-0.41,0.14,1.39
0.675,21.6,31.6,0,0,-0.37,-0.10,1.49
0.722,22.0,31.7,0,0,-0.33,-0.33,1.59
0.722,22.3,31.7,0,0,-0.30,-0.57,1.69
0.723,22.6,31.8,0,0,-0.26,-0.80,1.79
0.723,23.0,31.9,0,0,-0.22,-1.04,1.88
0.724,23.0,31.9,0,0,-0.22,-1.04,1.88
0.724,23.0,31.9,0,0,-0.22,-1.04,1.88
0.725,22.9,32.2,0,0,-0.28,-0.61,1.67
0.736,22.9,32.4,0,0,-0.34,-0.19,1.46
0.737,22.9,32.7,0,0,-0.40,0.23,1.25
0.737,22.9,32.9,0,0,-0.46,0.66,1.04
0.738,22.9,33.2,0,0,-0.52,1.08,0.83
0.738,22.9,33.2,0,0,-0.52,1.08,0.83
0.739,22.9,33.2,0,0,-0.52,0.65,0.93
0.786,21.9,34.3,0,0,-0.53,0.22,1.02
0.787,21.0,35.4,0,0,-0.54,-0.22,1.12
0.787,20.0,36.5,0,0,-0.55,-0.65,1.22
0.788,19.0,37.6,0,0,-0.57,-1.08,1.32
0.788,18.1,38.7,0,0,-0.58,-1.08,1.32
0.789,18.1,38.7,0,0,-0.58,-1.08,1.32
0.789,18.1,38.7,0,0,-0.58,-1.08,1.32
0.790,18.1,38.7,0,0,-0.58,-1.08,1.32
0.790,18.1,38.7,0,0,-0.58,-1.08,1.32
0.802,17.4,37.8,0,0,-0.46,-0.95,1.15
0.802,16.7,36.9,0,0,-0.33,-0.82,0.97
0.803,16.0,36.1,0,0,-0.21,-0.68,0.80
0.803,15.3,35.2,0,0,-0.09,-0.55,0.63
0.804,14.6,35.3,0,0,-0.06,-0.26,0.48
0.839,13.3,36.2,0,0,-0.22,-0.02,0.32
0.852,11.7,36.9,0,0,-0.37,0.23,0.16
0.852,10.2,37.5,0,0,-0.53,0.48,0.00
0.853,8.6,38.1,0,0,-0.68,0.72,-0.15
0.854,7.1,37.8,0,0,-0.75,0.81,-0.34
0.854,6.8,37.5,0,0,-0.75,0.81,-0.34
0.855,6.8,37.5,0,0,-0.75,0.81,-0.34
0.855,6.8,37.5,0,0,-0.75,0.81,-0.34
0.856,6.8,37.5,0,0,-0.75,0.81,-0.34
0.856,6.8,37.5,0,0,-0.75,0.81,-0.34
0.857,6.8,37.9,0,0,-0.55,0.68,-0.10
0.868,7.0,38.2,0,0,-0.36,0.55,0.13
0.869,7.1,38.5,0,0,-0.17,0.42,0.36
0.869,7.1,39.4,0,0,-0.03,0.35,0.60
0.905,7.1,40.3,0,0,0.11,0.28,0.84
0.905,7.1,40.9,0,0,0.06,0.45,0.84
0.917,7.3,40.8,0,0,0.00,0.63,0.83
0.917,7.6,40.7,0,0,-0.05,0.81,0.83
0.918,8.0,40.0,0,0,-0.05,0.92,0.82
0.918,8.4,39.4,0,0,-0.06,1.04,0.81
0.919,8.8,38.7,0,0,-0.06,1.04,0.81
0.919,8.8,38.7,0,0,-0.06,1.04,0.81
0.920,8.8,38.7,0,0,-0.06,1.04,0.81
0.920,8.8,38.7,0,0,-0.06,1.04,0.81
0.921,8.8,38.7,0,0,-0.06,1.04,0.81
0.921,8.8,38.7,0,0,-0.06,1.10,0.79
0.933,9.2,39.1,0,0,-0.08,1.15,0.78
0.933,9.6,39.6,0,0,-0.07,1.24,0.91
0.969,10.4,40.9,0,0,-0.06,1.32,1.05
0.970,11.3,42.3,0,0,-0.06,1.41,1.18
0.970,12.1,43.6,0,0,-0.05,1.31,1.35
0.983,12.8,45.1,0,0,0.29,1.21,1.52
0.983,13.4,46.6,0,0,0.59,1.09,1.54
0.984,13.7,47.1,0,0,0.89,0.96,1.55
0.984,13.9,47.6,0,0,1.20,0.83,1.57
0.985,14.1,48.2,0,0,1.50,0.83,1.57
0.985,14.1,48.2,0,0,1.50,0.83,1.57
0.986,14.1,48.2,0,0,1.50,0.83,1.57
0.986,14.1,48.2,0,0,1.50,0.83,1.57
0.987,14.1,48.2,0,0,1.50,0.83,1.57
0.987,14.1,48.2,0,0,1.50,0.76,1.72
0.999,14.5,48.1,0,0,1.40,0.59,1.66
1.035,15.0,47.2,0,0,1.30,0.42,1.60
1.035,15.6,46.2,0,0,1.20,0.25,1.54
1.036,16.2,45.2,0,0,1.10,0.07,1.48
1.036,16.8,44.2,0,0,1.00,-0.02,1.27
1.037,16.6,42.7,0,0,0.92,-0.09,1.23
1.048,16.1,42.1,0,0,0.84,-0.16,1.20
1.049,15.7,41.5,0,0,0.76,-0.24,1.16
1.049,15.3,40.8,0,0,0.68,-0.31,1.13
1.050,14.8,40.2,0,0,0.60,-0.38,1.09
1.050,14.8,40.2,0,0,0.60,-0.38,1.09
1.051,14.8,40.2,0,0,0.60,-0.38,1.09
1.051,14.8,40.2,0,0,0.60,-0.38,1.09
1.052,14.8,40.2,0,0,0.60,-0.38,1.09
1.052,14.8,40.2,0,0,0.60,-0.62,1.21
1.099,12.5,38.4,0,0,0.61,-0.86,1.33
1.099,10.1,36.6,0,0,0.62,-1.10,1.46
1.100,7.8,34.8,0,0,0.63,-1.35,1.58
1.100,5.4,32.9,0,0,0.64,-1.59,1.70
1.101,3.1,31.1,0,0,0.64,-1.59,1.70
1.101,3.1,31.1,0,0,0.64,-1.59,1.70
1.102,2.7,31.5,0,0,0.45,-1.39,1.44
1.113,2.3,31.8,0,0,0.25,-1.19,1.18
1.114,1.9,32.2,0,0,0.06,-0.99,0.92
1.114,1.5,32.6,0,0,-0.13,-0.78,0.66
1.115,1.1,32.9,0,0,-0.32,-0.58,0.41
1.115,1.1,32.9,0,0,-0.32,-0.58,0.41
1.116,1.1,32.9,0,0,-0.32,-0.58,0.41
1.116,1.1,32.9,0,0,-0.37,-0.49,0.26
1.162,1.0,32.4,0,0,-0.41,-0.39,0.11
1.163,0.8,31.9,0,0,-0.46,-0.29,-0.04
1.163,0.6,31.5,0,0,-0.50,-0.19,-0.19
1.164,0.4,31.0,0,0,-0.55,-0.09,-0.34
1.164,0.3,30.5,0,0,-0.55,-0.09,-0.34
1.165,0.3,30.5,0,0,-0.55,-0.09,-0.34
1.165,0.3,30.5,0,0,-0.55,-0.09,-0.34
1.293,4.7,33.7,0,0,-0.38,0.18,0.17
1.331,9.2,37.0,0,0,-0.21,0.45,0.68
1.332,13.6,40.3,0,0,-0.07,0.74,0.99
1.342,18.1,43.6,0,0,0.08,1.03,1.30
1.343,22.5,46.9,0,0,0.23,1.32,1.61
1.343,22.5,47.0,0,0,0.21,1.33,1.41
1.344,22.5,45.1,0,0,0.05,1.08,1.01
1.392,22.9,43.2,0,0,-0.10,0.81,0.81
1.393,23.4,41.3,0,0,-0.24,0.54,0.61
1.393,23.8,39.4,0,0,-0.39,0.28,0.40
1.394,24.3,37.5,0,0,-0.53,0.01,0.20
1.394,24.7,37.5,0,0,-0.53,0.01,0.20
1.395,24.7,37.5,0,0,-0.53,0.01,0.20
1.395,24.7,37.5,0,0,-0.53,0.01,0.20
1.396,24.7,37.5,0,0,-0.53,0.01,0.20
1.396,24.7,37.5,0,0,-0.53,0.01,0.20
1.397,24.7,37.5,0,0,-0.53,0.01,0.20
1.397,24.7,37.5,0,0,-0.53,0.01,0.20
1.408,24.4,36.8,0,0,-0.54,-0.06,0.33
1.408,24.0,36.0,0,0,-0.54,-0.13,0.47
1.409,22.9,34.8,0,0,-0.61,-0.23,0.63
1.446,21.7,33.6,0,0,-0.69,-0.32,0.78
1.458,19.7,32.0,0,0,-0.91,-0.46,0.93
1.458,18.0,31.2,0,0,-1.13,-0.52,0.94
1.459,16.4,30.3,0,0,-1.35,-0.59,0.95
1.459,15.6,29.9,0,0,-1.50,-0.63,0.95
1.460,14.8,29.6,0,0,-1.65,-0.67,0.94
1.460,14.8,29.6,0,0,-1.65,-0.67,0.94
1.461,14.8,29.6,0,0,-1.65,-0.67,0.94
1.461,14.8,29.6,0,0,-1.65,-0.67,0.94
1.462,14.8,29.6,0,0,-1.65,-0.67,0.94
1.462,14.8,29.6,0,0,-1.65,-0.67,0.94
1.463,14.8,29.6,0,0,-1.65,-0.67,0.94
1.463,14.8,29.6,0,0,-1.65,-0.59,0.82
1.511,13.1,29.3,0,0,-1.30,-0.51,0.69
1.511,11.5,28.9,0,0,-0.95,-0.43,0.57
1.512,9.8,28.6,0,0,-0.60,-0.35,0.45
1.512,8.2,28.3,0,0,-0.25,-0.27,0.38
1.524,6.4,28.1,0,0,-0.06,-0.09,0.44
1.524,6.3,28.2,0,0,-0.22,0.10,0.49
1.525,6.2,28.3,0,0,-0.38,0.28,0.55
1.525,6.1,28.4,0,0,-0.54,0.46,0.61
1.526,6.0,28.6,0,0,-0.70,0.64,0.61
1.526,6.0,28.6,0,0,-0.70,0.64,0.61
1.527,6.0,28.6,0,0,-0.70,0.64,0.61
1.527,6.0,28.6,0,0,-0.70,0.64,0.61
1.528,6.0,28.6,0,0,-0.70,0.64,0.61
1.528,6.0,28.6,0,0,-0.70,0.60,0.77
1.575,5.7,29.3,0,0,-0.55,0.56,0.94
1.575,5.4,30.1,0,0,-0.39,0.52,1.10
1.576,5.1,30.9,0,0,-0.24,0.48,1.27
1.576,4.8,31.6,0,0,-0.08,0.44,1.43
1.577,4.5,32.4,0,0,0.08,0.44,1.43
1.577,4.5,32.4,0,0,0.05,0.54,1.35
1.589,4.9,33.0,0,0,0.02,0.64,1.26
1.589,5.3,33.5,0,0,-0.00,0.73,1.18
1.590,5.8,34.1,0,0,-0.03,0.83,1.10
1.590,6.2,34.7,0,0,-0.05,0.93,1.01
1.591,6.7,35.2,0,0,-0.05,0.93,1.01
1.591,6.7,35.2,0,0,-0.05,0.93,1.01
1.592,6.7,35.2,0,0,-0.05,0.93,1.01
1.592,6.7,35.2,0,0,-0.05,0.93,1.01
1.640,8.5,37.1,0,0,0.23,0.72,1.13
1.641,10.4,39.1,0,0,0.50,0.51,1.24
1.641,12.2,41.0,0,0,0.78,0.31,1.36
1.642,14.1,42.9,0,0,1.06,0.10,1.47
1.642,15.9,44.8,0,0,1.34,-0.11,1.58
1.643,15.9,44.8,0,0,1.34,-0.11,1.58
1.643,15.9,44.8,0,0,1.34,0.01,1.38
1.655,16.4,44.3,0,0,1.27,0.13,1.19
1.655,16.9,43.9,0,0,1.21,0.25,0.99
1.656,17.4,43.4,0,0,1.14,0.37,0.79
1.656,17.9,42.9,0,0,1.08,0.50,0.60
1.657,18.4,42.4,0,0,1.01,0.50,0.60
1.657,18.4,42.4,0,0,1.01,0.50,0.60
1.658,18.4,42.4,0,0,1.01,0.50,0.60
1.658,19.6,41.9,0,0,0.93,0.52,0.66
1.704,20.7,41.4,0,0,0.85,0.54,0.72
1.705,21.9,40.9,0,0,0.77,0.56,0.78
1.705,23.1,40.5,0,0,0.70,0.58,0.85
1.706,24.3,40.0,0,0,0.62,0.60,0.91
1.706,24.3,40.0,0,0,0.62,0.60,0.91
1.707,24.3,40.0,0,0,0.62,0.60,0.91
1.707,24.3,40.0,0,0,0.62,0.60,0.91
1.708,24.3,40.0,0,0,0.62,0.60,0.91
1.708,24.3,40.0,0,0,0.62,0.44,0.96
1.720,24.5,39.4,0,0,0.70,0.28,1.01
1.720,24.8,38.9,0,0,0.79,0.12,1.06
1.721,25.0,38.4,0,0,0.88,-0.04,1.12
1.721,25.2,37.8,0,0,0.96,-0.20,1.17
1.722,25.5,37.1,0,0,1.04,-0.16,1.10
1.770,25.0,35.5,0,0,0.87,-0.17,1.02
1.770,24.6,33.8,0,0,0.71,-0.17,0.95
1.771,24.1,32.2,0,0,0.54,-0.18,0.87
1.771,23.6,30.6,0,0,0.38,-0.18,0.80
1.772,23.2,29.2,0,0,0.23,-0.23,0.80
1.772,23.2,29.2,0,0,0.23,-0.23,0.80
1.773,23.2,29.2,0,0,0.23,-0.23,0.80
1.773,23.2,29.2,0,0,0.23,-0.23,0.80
1.774,23.2,29.2,0,0,0.23,-0.23,0.80
1.774,23.2,29.2,0,0,0.23,-0.23,0.74
1.786,23.3,28.4,0,0,0.23,-0.13,0.67
1.786,23.4,27.6,0,0,0.23,-0.04,0.61
1.787,23.5,26.7,0,0,0.23,0.06,0.55
1.787,23.1,25.5,0,0,0.05,0.15,0.60
1.823,22.6,24.2,0,0,-0.12,0.24,0.71
1.836,21.8,24.0,0,0,-0.20,0.19,0.46
1.836,21.0,23.8,0,0,-0.27,0.14,0.21
1.837,20.2,23.6,0,0,-0.35,0.09,-0.05
1.837,19.9,23.8,0,0,-0.25,0.03,-0.41
1.838,19.6,24.1,0,0,-0.16,-0.02,-0.78
1.838,19.6,24.1,0,0,-0.16,-0.02,-0.78
1.839,19.6,24.1,0,0,-0.16,-0.02,-0.78
1.839,19.6,24.1,0,0,-0.16,-0.02,-0.78
1.840,19.6,24.1,0,0,-0.16,-0.02,-0.78
1.840,19.6,24.1,0,0,-0.16,-0.02,-0.15
1.852,19.5,23.6,0,0,-0.23,0.04,0.47
1.852,19.3,23.2,0,0,-0.30,-0.04,0.92
1.888,19.5,22.9,0,0,-0.62,-0.13,1.37
1.889,19.7,22.7,0,0,-0.93,-0.21,1.82
1.889,19.9,22.5,0,0,-1.24,-0.46,1.60
1.902,20.5,23.3,0,0,-1.32,-0.76,1.37
1.902,21.2,24.1,0,0,-1.40,-0.92,1.32
1.903,21.5,24.7,0,0,-1.23,-1.08,1.27
1.903,21.8,25.3,0,0,-1.06,-1.24,1.22
1.904,22.1,25.9,0,0,-0.90,-1.24,1.22
1.904,22.1,25.9,0,0,-0.90,-1.24,1.22
1.905,22.1,25.9,0,0,-0.90,-1.24,1.22
1.905,22.1,25.9,0,0,-0.90,-1.24,1.22
1.906,22.1,25.9,0,0,-0.90,-1.24,1.22
1.906,22.1,25.9,0,0,-0.99,-1.08,1.21
1.918,21.9,26.5,0,0,-1.01,-1.04,1.39
1.954,21.7,27.2,0,0,-1.03,-1.01,1.57
1.954,21.5,27.9,0,0,-1.06,-0.97,1.74
1.955,21.4,28.5,0,0,-1.08,-0.93,1.92
1.955,21.2,29.2,0,0,-1.01,-1.05,1.92
1.967,21.1,29.4,0,0,-0.87,-1.03,1.72
1.967,21.0,29.6,0,0,-0.74,-1.02,1.53
1.968,21.0,29.7,0,0,-0.61,-1.00,1.33
1.968,20.9,29.9,0,0,-0.48,-0.99,1.14
1.969,20.8,30.1,0,0,-0.34,-0.97,1.14
1.969,20.8,30.1,0,0,-0.34,-0.97,1.14
1.970,20.8,30.1,0,0,-0.34,-0.97,1.14
1.970,20.8,30.1,0,0,-0.34,-0.97,1.14
1.971,20.8,30.1,0,0,-0.32,-0.85,1.16
2.018,20.3,31.5,0,0,-0.30,-0.72,1.18
2.018,19.7,33.0,0,0,-0.28,-0.60,1.20
2.019,19.1,34.4,0,0,-0.26,-0.48,1.22
2.019,18.6,35.8,0,0,-0.24,-0.35,1.24
2.020,18.0,37.3,0,0,-0.24,-0.35,1.24
2.020,18.0,37.3,0,0,-0.24,-0.35,1.24
2.021,18.0,36.7,0,0,-0.35,-0.44,1.37
2.033,18.0,36.2,0,0,-0.46,-0.53,1.49
2.034,17.9,35.7,0,0,-0.56,-0.61,1.61
2.034,17.9,35.1,0,0,-0.67,-0.70,1.73
2.035,17.8,34.6,0,0,-0.78,-0.79,1.86
2.035,17.8,34.6,0,0,-0.78,-0.79,1.86
2.036,17.8,34.6,0,0,-0.78,-0.79,1.86
2.082,17.8,35.6,0,0,-0.48,-0.59,1.63
2.083,17.8,36.6,0,0,-0.19,-0.39,1.41
2.083,17.8,37.6,0,0,0.11,-0.20,1.19
2.084,17.8,38.6,0,0,0.41,0.00,0.96
2.084,17.8,39.6,0,0,0.70,0.20,0.74
2.084,17.8,39.6,0,0,0.70,0.20,0.74
2.085,17.8,39.6,0,0,0.70,0.20,0.74
2.085,17.8,39.6,0,0,0.70,0.20,0.74
2.086,17.8,39.6,0,0,0.70,0.20,0.74
2.086,17.8,39.6,0,0,0.70,0.51,0.70
2.099,17.9,40.9,0,0,0.61,0.82,0.66
2.099,18.1,42.2,0,0,0.51,1.13,0.62
2.100,18.2,43.6,0,0,0.42,1.45,0.58
2.100,18.3,44.9,0,0,0.32,1.76,0.53
2.101,18.5,45.9,0,0,0.35,1.55,0.79
2.135,18.5,45.6,0,0,0.17,1.49,0.89
2.148,19.1,45.7,0,0,-0.01,1.43,1.00
2.149,19.7,45.7,0,0,-0.19,1.38,1.10
2.149,20.3,45.8,0,0,-0.37,1.32,1.20
2.149,20.9,46.1,0,0,-0.68,1.47,1.05
2.150,21.5,46.5,0,0,-0.68,1.47,1.05
2.150,21.5,46.5,0,0,-0.68,1.47,1.05
2.151,21.5,46.5,0,0,-0.68,1.47,1.05
2.151,21.5,46.5,0,0,-0.68,1.47,1.05
2.152,21.5,46.5,0,0,-0.68,1.47,1.05
2.152,21.5,46.5,0,0,-0.30,1.45,0.88
2.165,22.0,45.9,0,0,0.08,1.43,0.72
2.165,22.5,45.4,0,0,0.45,1.40,0.55
2.200,23.7,45.3,0,0,0.94,1.27,0.61
2.201,25.0,45.3,0,0,1.43,1.13,0.66
