Elapsed time,Front travel,Rear travel,Front brake,Rear brake,Acc x,Acc y,Acc z
10.899,36.4,24.3,1,1,-0.37,0.02,1.12
10.911,36.3,24.5,1,1,-0.21,-0.00,1.13
10.911,36.3,24.7,1,1,-0.06,-0.03,1.14
10.912,36.3,24.6,1,1,0.04,0.04,0.96
10.948,36.4,24.4,1,1,0.14,0.11,0.78
10.948,36.4,24.3,1,1,0.24,0.18,0.59
10.961,36.4,24.3,1,1,0.31,0.26,0.54
10.961,36.4,24.2,1,1,0.38,0.34,0.50
10.962,36.3,24.6,1,1,0.50,0.34,0.65
10.962,36.2,24.9,1,1,0.63,0.33,0.79
10.963,36.1,25.2,1,1,0.75,0.32,0.94
10.963,36.1,25.2,1,1,0.75,0.32,0.94
10.964,36.1,25.2,1,1,0.75,0.32,0.94
10.964,36.1,25.2,1,1,0.75,0.32,0.94
10.965,36.1,25.2,1,1,0.75,0.32,0.94
10.965,36.1,25.2,1,1,0.75,0.32,0.94
10.977,36.0,25.0,1,1,0.52,0.27,0.97
11.012,35.8,24.6,1,1,0.38,0.18,0.97
11.013,35.6,24.2,1,1,0.24,0.09,0.96
11.013,35.5,23.9,1,1,0.09,-0.01,0.96
11.014,35.3,23.5,1,1,-0.05,-0.10,0.95
11.014,35.2,23.4,1,1,0.03,-0.14,0.94
11.027,35.2,23.5,1,1,0.00,-0.13,0.96
11.027,35.3,23.5,1,1,-0.03,-0.11,0.98
11.028,35.4,23.5,1,1,-0.06,-0.10,1.01
11.028,35.4,23.5,1,1,-0.08,-0.09,1.03
11.029,35.5,23.6,1,1,-0.11,-0.09,1.03
11.029,35.5,23.6,1,1,-0.11,-0.09,1.03
11.030,35.5,23.6,1,1,-0.11,-0.09,1.03
11.030,35.5,23.6,1,1,-0.11,-0.09,1.03
11.031,35.5,23.7,1,1,-0.03,-0.10,1.03
11.077,35.6,23.9,1,1,0.06,-0.11,1.02
11.078,35.6,24.0,1,1,0.14,-0.12,1.02
11.078,35.7,24.2,1,1,0.23,-0.13,1.01
11.079,35.8,24.3,1,1,0.31,-0.14,1.01
11.079,35.8,24.3,1,1,0.31,-0.14,1.01
11.080,35.8,24.3,1,1,0.31,-0.14,1.01
11.080,35.8,24.3,1,1,0.31,-0.10,1.01
11.092,35.4,23.9,1,1,0.23,-0.07,1.01
11.092,35.1,23.4,1,1,0.16,-0.03,1.02
11.093,34.7,22.9,1,1,0.08,0.01,1.02
11.093,34.3,22.4,1,1,0.00,0.04,1.02
11.094,33.9,21.9,1,1,-0.08,0.04,1.02
11.094,33.9,21.9,1,1,-0.08,0.03,1.04
11.141,33.6,21.7,1,1,-0.15,0.02,1.05
11.141,33.3,21.4,1,1,-0.23,0.00,1.07
11.142,33.0,21.2,1,1,-0.31,-0.01,1.08
11.142,32.7,21.0,1,1,-0.38,-0.03,1.10
11.143,32.4,20.8,1,1,-0.46,-0.04,1.10
11.143,32.4,20.8,1,1,-0.46,-0.04,1.10
11.144,32.4,20.8,1,1,-0.46,-0.04,1.10
11.144,32.4,20.8,1,1,-0.46,-0.04,1.10
11.145,32.4,20.8,1,1,-0.46,-0.04,1.10
11.145,32.4,20.8,1,1,-0.46,-0.04,1.10
11.158,32.2,20.6,1,1,-0.42,-0.05,1.11
11.158,32.1,20.4,1,1,-0.37,-0.06,1.12
11.159,32.0,20.2,1,1,-0.32,-0.07,1.12
11.193,31.4,19.8,1,1,-0.31,-0.05,1.13
11.194,30.8,19.3,1,1,-0.30,-0.03,1.12
11.194,30.4,19.1,1,1,-0.33,0.01,1.10
11.207,29.8,18.5,1,1,-0.33,0.05,1.07
11.207,29.1,18.0,1,1,-0.33,0.09,1.04
11.208,29.0,17.7,1,1,-0.30,0.10,1.02
11.208,28.8,17.4,1,1,-0.26,0.10,0.99
11.209,28.6,17.2,1,1,-0.23,0.11,0.99
11.339,26.3,15.3,1,1,-0.29,0.05,0.97
11.388,24.0,13.3,1,1,-0.35,-0.01,0.97
11.388,21.7,11.4,1,1,-0.40,-0.06,0.97
11.389,19.4,9.5,1,1,-0.46,-0.11,0.97
11.389,17.1,7.6,1,1,-0.52,-0.17,0.97
11.390,17.1,7.5,1,1,-0.51,-0.14,1.00
11.425,17.1,7.4,1,1,-0.50,-0.12,1.00
11.438,17.1,7.4,1,1,-0.50,-0.09,0.99
11.438,17.1,7.5,1,1,-0.50,-0.07,0.99
11.439,17.0,7.6,1,1,-0.50,-0.04,0.98
11.439,17.0,7.8,1,1,-0.51,-0.03,0.98
11.440,16.9,7.9,1,1,-0.52,-0.02,0.98
11.440,16.9,7.9,1,1,-0.52,-0.02,0.98
11.441,16.9,7.9,1,1,-0.52,-0.02,0.98
11.441,16.9,7.9,1,1,-0.52,-0.02,0.98
11.442,16.9,7.9,1,1,-0.52,-0.02,0.98
11.442,16.9,7.9,1,1,-0.52,-0.02,0.98
11.454,17.0,7.7,1,1,-0.49,-0.01,0.98
11.454,17.0,7.5,1,1,-0.47,-0.01,0.99
11.490,16.9,8.0,1,1,-0.43,-0.00,1.00
11.490,16.9,8.5,1,1,-0.39,0.01,1.01
11.491,16.8,9.0,1,1,-0.35,0.02,1.02
11.491,16.7,9.8,1,1,-0.32,0.03,1.02
11.504,16.6,10.0,1,1,-0.29,0.03,1.03
11.504,16.5,9.4,1,1,-0.28,0.03,1.03
11.505,16.4,8.9,1,1,-0.26,0.04,1.03
11.505,16.3,8.4,1,1,-0.25,0.04,1.03
11.506,16.2,7.8,1,1,-0.25,0.04,1.03
11.506,16.2,7.8,1,1,-0.25,0.04,1.03
11.507,16.2,7.8,1,1,-0.25,0.04,1.03
11.507,16.2,7.8,1,1,-0.25,0.04,1.03
11.508,16.2,7.8,1,1,-0.25,0.04,1.03
11.508,16.2,7.8,1,1,-0.24,0.03,1.02
11.555,16.2,7.6,1,1,-0.22,0.02,1.01
11.556,16.2,7.5,1,1,-0.21,0.01,0.99
11.556,16.3,7.3,1,1,-0.20,-0.00,0.98
11.557,16.3,7.1,1,1,-0.18,-0.01,0.97
11.557,16.4,6.9,1,1,-0.18,-0.01,0.97
11.557,16.4,6.9,1,1,-0.20,-0.01,0.97
11.570,16.2,7.2,1,1,-0.22,-0.02,0.98
11.571,16.0,7.4,1,1,-0.24,-0.02,0.99
11.571,15.8,7.7,1,1,-0.26,-0.03,0.99
11.571,15.6,7.9,1,1,-0.28,-0.03,1.00
11.572,15.4,8.2,1,1,-0.28,-0.03,1.00
11.572,15.4,8.2,1,1,-0.28,-0.03,1.00
11.573,15.4,8.2,1,1,-0.28,-0.03,1.00
11.573,15.2,8.2,1,1,-0.27,-0.04,1.00
11.619,15.0,8.3,1,1,-0.25,-0.05,1.00
11.620,14.8,8.4,1,1,-0.24,-0.06,1.00
11.620,14.6,8.4,1,1,-0.23,-0.06,1.00
11.621,14.4,8.5,1,1,-0.21,-0.07,1.00
11.621,14.4,8.5,1,1,-0.21,-0.07,1.00
11.622,14.4,8.5,1,1,-0.21,-0.07,1.00
11.622,14.4,8.5,1,1,-0.21,-0.07,1.00
11.623,14.4,8.5,1,1,-0.21,-0.07,1.00
11.623,14.4,8.5,1,1,-0.20,-0.08,1.02
11.636,14.4,8.7,1,1,-0.18,-0.08,1.03
11.636,14.5,9.0,1,1,-0.16,-0.09,1.04
11.637,14.5,9.3,1,1,-0.15,-0.09,1.05
11.637,14.6,9.6,1,1,-0.13,-0.09,1.04
11.672,14.3,9.3,1,1,-0.12,-0.07,1.01
11.685,13.7,8.7,1,1,-0.12,-0.05,0.98
11.685,13.1,8.0,1,1,-0.12,-0.03,0.95
11.686,12.5,7.4,1,1,-0.11,-0.01,0.92
11.686,12.0,6.7,1,1,-0.11,0.00,0.91
11.687,11.8,6.7,1,1,-0.11,0.00,0.91
11.687,11.8,6.7,1,1,-0.11,0.00,0.91
11.688,11.8,6.7,1,1,-0.11,0.00,0.91
11.688,11.8,6.7,1,1,-0.11,0.00,0.91
11.689,11.8,6.7,1,1,-0.11,0.00,0.91
11.689,11.8,6.7,1,1,-0.11,-0.01,0.90
11.702,11.6,6.7,1,1,-0.10,-0.01,0.88
11.702,11.5,6.8,1,1,-0.09,-0.02,0.87
11.703,11.2,6.7,1,0,-0.02,-0.03,0.89
11.750,10.8,6.7,1,0,0.05,-0.04,0.90
11.751,10.5,6.7,1,0,0.12,-0.04,0.93
11.751,10.2,6.6,1,0,0.18,-0.04,0.96
11.752,10.0,6.5,1,0,0.23,-0.04,0.99
11.752,10.0,6.5,1,0,0.23,-0.04,0.99
11.753,10.0,6.5,1,0,0.23,-0.04,0.99
11.753,10.0,6.5,1,0,0.23,-0.04,0.99
11.754,10.0,6.5,1,0,0.23,-0.04,0.99
11.754,10.0,6.5,1,0,0.23,-0.02,0.96
11.767,10.0,7.3,1,0,0.23,0.00,0.92
11.767,10.1,8.0,1,0,0.22,0.03,0.89
11.768,10.1,8.8,1,0,0.22,0.05,0.85
11.768,10.2,9.5,1,0,0.21,0.07,0.82
11.769,10.0,9.7,1,0,0.19,0.07,0.84
11.816,9.7,9.1,1,0,0.17,0.07,0.87
11.817,9.5,8.5,1,0,0.15,0.08,0.89
11.817,9.2,7.9,1,0,0.13,0.08,0.92
11.818,8.9,7.3,1,0,0.11,0.08,0.94
11.818,8.9,7.3,1,0,0.11,0.08,0.94
11.819,8.9,7.3,1,0,0.11,0.08,0.94
11.819,8.9,7.3,1,0,0.11,0.08,0.94
11.820,8.9,7.3,1,0,0.11,0.08,0.94
11.820,8.9,7.3,1,0,0.11,0.08,0.94
11.833,8.8,8.0,1,0,0.11,0.08,0.94
11.833,8.7,8.6,1,0,0.11,0.08,0.93
11.834,8.6,9.3,1,0,0.12,0.09,0.93
11.834,8.5,10.0,1,0,0.12,0.09,0.92
11.835,8.4,10.6,1,0,0.12,0.08,0.94
11.882,8.3,9.6,1,0,0.12,0.07,0.95
11.883,8.3,8.6,1,0,0.13,0.06,0.96
11.883,8.3,7.6,1,0,0.13,0.06,0.98
11.884,8.3,6.5,1,0,0.14,0.05,0.99
11.884,8.3,5.5,1,0,0.14,0.05,0.99
11.885,8.3,5.5,1,0,0.14,0.05,0.99
11.885,8.3,5.5,1,0,0.14,0.05,0.99
11.886,8.3,5.5,1,0,0.14,0.05,0.99
11.886,8.3,5.5,1,0,0.14,0.05,0.99
11.887,8.3,6.1,1,0,0.15,0.04,0.99
11.899,8.3,6.7,1,0,0.15,0.04,0.99
11.900,8.3,7.3,1,0,0.16,0.04,0.99
11.900,8.3,7.9,1,0,0.16,0.04,0.99
11.901,8.3,8.5,1,0,0.17,0.03,0.99
11.901,8.3,8.0,1,0,0.17,0.02,0.99
11.948,8.3,7.6,1,0,0.16,0.01,0.99
11.949,8.3,7.2,1,0,0.16,-0.01,0.99
11.949,8.3,6.8,1,0,0.15,-0.02,1.00
11.950,8.3,6.4,1,0,0.15,-0.03,1.00
11.950,8.3,6.4,1,0,0.15,-0.03,1.00
11.951,8.3,6.4,1,0,0.15,-0.03,1.00
11.951,8.3,6.4,1,0,0.15,-0.03,1.00
11.952,8.3,6.4,1,0,0.15,-0.03,1.00
11.952,8.3,6.4,1,0,0.15,-0.03,1.00
11.953,8.3,7.0,1,0,0.14,-0.04,1.00
11.965,8.4,7.6,1,0,0.14,-0.04,1.00
11.966,8.4,8.2,1,0,0.14,-0.04,0.99
11.966,8.4,8.9,1,0,0.13,-0.05,0.99
11.967,8.4,9.5,1,0,0.14,-0.05,0.99
12.001,8.3,9.1,1,0,0.14,-0.05,0.99
12.014,8.4,8.7,1,0,0.15,-0.05,1.00
12.014,8.4,8.4,1,0,0.15,-0.05,1.00
12.015,8.5,8.1,1,0,0.16,-0.05,1.00
12.015,8.6,7.7,1,0,0.16,-0.05,1.00
12.016,8.7,7.8,1,0,0.16,-0.05,1.00
12.016,8.7,7.8,1,0,0.16,-0.05,1.00
12.017,8.7,7.8,1,0,0.16,-0.05,1.00
12.017,8.7,7.8,1,0,0.16,-0.05,1.00
12.018,8.7,7.8,1,0,0.16,-0.05,1.00
12.018,8.7,7.8,1,0,0.16,-0.05,1.00
12.031,8.6,7.8,1,0,0.16,-0.05,1.00
12.031,8.4,7.8,1,0,0.16,-0.05,1.00
12.032,8.3,7.7,1,0,0.16,-0.05,1.00
12.066,8.1,7.2,1,0,0.15,-0.04,1.00
12.067,7.9,6.7,1,0,0.15,-0.03,1.00
12.067,7.9,6.1,1,0,0.15,-0.02,1.01
12.079,7.9,6.8,1,0,0.16,-0.01,1.01
12.079,8.0,7.5,1,0,0.16,0.00,1.01
12.080,8.1,8.7,1,0,0.16,0.00,1.01
12.080,8.1,9.9,1,0,0.16,0.01,1.01
12.081,8.2,11.1,1,0,0.17,0.01,1.01
12.081,8.2,11.1,1,0,0.17,0.01,1.01
12.082,8.2,11.1,1,0,0.17,0.01,1.01
12.082,8.2,11.1,1,0,0.17,0.01,1.01
12.083,8.2,11.1,1,0,0.17,0.01,1.01
12.083,8.2,11.1,1,0,0.17,0.01,1.01
12.084,8.1,10.0,1,0,0.16,0.01,1.02
12.096,7.9,8.8,1,0,0.15,0.01,1.01
12.131,7.7,7.7,1,0,0.14,0.01,1.00
12.131,7.5,6.5,1,0,0.13,0.01,0.99
12.132,7.3,5.4,1,0,0.11,0.01,0.98
12.132,7.3,5.4,1,0,0.11,0.02,0.97
12.133,7.2,5.8,1,0,0.11,0.02,0.97
12.145,7.2,6.2,1,0,0.10,0.02,0.97
12.146,7.1,6.6,1,0,0.10,0.02,0.98
12.146,7.1,7.0,1,0,0.10,0.02,0.98
12.147,7.1,7.4,1,0,0.10,0.02,0.98
12.147,7.1,7.4,1,0,0.10,0.02,0.98
12.148,7.1,7.4,1,0,0.10,0.02,0.98
12.148,7.1,7.4,1,0,0.10,0.02,0.98
12.149,7.1,7.4,1,0,0.10,0.02,0.98
12.149,7.1,7.4,1,0,0.10,0.01,0.98
12.196,7.0,7.1,1,0,0.10,0.01,0.98
12.196,7.0,6.8,1,0,0.09,0.01,0.98
12.197,6.9,6.5,1,0,0.09,0.01,0.99
12.197,6.9,6.2,1,0,0.09,0.01,0.99
12.198,6.8,5.9,1,0,0.09,0.01,0.99
12.198,6.8,5.9,1,0,0.09,0.01,0.99
12.211,6.8,5.7,1,0,0.09,0.00,0.99
12.211,6.7,5.5,1,0,0.09,0.00,0.99
12.212,6.7,5.3,1,0,0.09,0.00,0.99
12.212,6.7,5.1,1,0,0.09,-0.00,0.99
12.213,6.7,4.9,1,0,0.09,-0.00,0.99
12.213,6.7,4.9,1,0,0.09,-0.00,0.99
12.214,6.7,4.9,1,0,0.09,-0.00,0.99
12.214,6.7,4.9,1,0,0.09,-0.00,0.99
12.215,6.8,5.3,1,0,0.09,-0.01,0.99
12.261,7.0,5.8,1,0,0.09,-0.01,0.99
12.262,7.2,6.3,1,0,0.08,-0.01,1.00
12.262,7.4,6.7,1,0,0.08,-0.01,1.00
12.263,7.6,7.2,1,0,0.08,-0.01,1.00
12.263,7.6,7.2,1,0,0.08,-0.01,1.00
12.264,7.6,7.2,1,0,0.08,-0.01,1.00
12.264,7.6,7.2,1,0,0.08,-0.01,1.00
12.277,7.4,6.9,1,0,0.08,-0.01,1.00
12.277,7.3,6.6,1,0,0.08,-0.01,1.00
12.278,7.1,6.3,1,0,0.08,-0.01,1.00
12.278,7.0,6.0,1,0,0.08,-0.01,0.99
12.279,6.8,5.8,1,0,0.09,-0.02,0.99
12.408,6.8,5.6,1,0,0.09,-0.01,0.99
12.457,7.0,6.6,1,0,0.09,-0.01,1.00
12.492,7.1,6.7,1,0,0.10,-0.01,1.00
12.493,7.2,6.8,1,0,0.10,-0.01,1.00
12.493,7.3,6.9,1,0,0.11,-0.00,1.00
12.494,7.4,7.1,1,0,0.11,-0.00,1.00
12.494,7.3,6.3,1,0,0.11,-0.00,1.00
12.507,7.3,6.6,1,0,0.11,-0.01,1.00
12.507,7.3,6.8,1,0,0.11,-0.01,1.00
12.508,7.2,7.1,1,0,0.11,-0.01,1.00
12.508,7.2,7.4,1,0,0.12,-0.01,1.00
12.509,7.2,7.7,1,0,0.12,-0.01,1.00
12.509,7.2,7.7,1,0,0.12,-0.01,1.00
12.510,7.2,7.7,1,0,0.12,-0.01,1.00
12.510,7.2,7.7,1,0,0.12,-0.01,1.00
12.511,7.2,7.7,1,0,0.12,-0.01,1.00
12.556,7.1,7.5,1,0,0.12,-0.01,1.00
12.557,7.1,7.4,1,0,0.12,-0.01,1.00
12.557,7.1,7.2,1,0,0.12,-0.02,1.00
12.558,7.1,7.1,1,0,0.12,-0.02,1.00
12.558,7.0,6.9,1,0,0.12,-0.02,1.00
12.559,7.0,6.9,1,0,0.12,-0.02,1.00
12.559,7.0,6.9,1,0,0.12,-0.02,1.00
12.560,7.2,7.3,1,0,0.12,-0.02,1.00
12.572,7.4,7.7,1,0,0.12,-0.02,1.00
12.573,7.6,8.1,1,0,0.12,-0.02,1.00
12.573,7.8,8.5,1,0,0.12,-0.02,1.00
12.574,7.9,8.8,1,0,0.11,-0.02,1.00
12.574,7.9,8.8,1,0,0.11,-0.02,1.00
12.575,7.9,8.8,1,0,0.11,-0.02,1.00
12.621,7.8,8.3,1,0,0.12,-0.02,1.00
12.622,7.8,7.7,1,0,0.12,-0.01,1.00
12.622,7.7,7.1,1,0,0.12,-0.01,1.00
12.623,7.6,6.6,1,0,0.12,-0.01,1.00
12.623,7.5,6.0,1,0,0.12,-0.00,1.00
12.624,7.5,6.0,1,0,0.12,-0.00,1.00
12.624,7.5,6.0,1,0,0.12,-0.00,1.00
12.625,7.5,6.0,1,0,0.12,-0.00,1.00
12.625,7.5,6.0,1,0,0.12,-0.00,1.00
12.626,7.5,5.8,1,0,0.12,-0.00,0.99
12.638,7.3,5.5,1,0,0.12,-0.00,0.99
12.639,7.0,5.3,1,0,0.12,-0.00,0.99
12.639,6.8,5.0,1,0,0.12,-0.00,0.99
12.640,6.6,4.7,1,0,0.12,-0.00,0.99
12.640,6.4,5.0,1,0,0.12,0.00,0.99
12.687,6.6,5.5,1,0,0.13,0.01,0.99
12.687,6.8,6.0,1,0,0.14,0.01,0.99
12.688,7.0,6.6,1,0,0.15,0.02,0.99
12.688,7.2,7.1,1,0,0.16,0.02,0.99
12.689,7.4,7.3,1,0,0.16,0.02,0.99
12.689,7.4,7.3,1,0,0.16,0.02,0.99
12.690,7.4,7.3,1,0,0.16,0.02,0.99
12.690,7.4,7.3,1,0,0.16,0.02,0.99
12.691,7.4,7.3,1,0,0.16,0.02,0.99
12.691,7.4,7.3,1,0,0.16,0.02,0.99
12.704,7.2,7.6,1,0,0.16,0.01,0.99
12.704,7.0,7.9,1,0,0.15,0.01,0.99
12.705,6.8,8.1,1,0,0.15,0.01,0.99
12.705,6.6,8.4,1,0,0.15,0.01,0.99
12.740,6.4,8.1,1,0,0.15,0.01,0.99
12.753,6.3,7.5,1,0,0.15,0.01,0.99
12.753,6.2,6.8,1,0,0.15,0.01,0.99
12.754,6.2,6.2,1,0,0.16,0.01,0.99
12.754,6.1,5.5,1,0,0.16,0.01,0.99
12.755,6.0,5.5,1,0,0.17,0.01,0.99
12.755,6.0,5.5,1,0,0.17,0.01,0.99
12.756,6.0,5.5,1,0,0.17,0.01,0.99
12.756,6.0,5.5,1,0,0.17,0.01,0.99
12.757,6.0,5.5,1,0,0.17,0.01,0.99
12.757,6.0,5.5,1,0,0.17,0.01,0.99
12.770,5.9,6.3,1,0,0.17,0.01,0.99
12.770,5.9,7.1,1,0,0.16,0.01,0.99
12.771,5.9,7.9,1,0,0.16,0.01,0.99
12.771,5.8,8.0,1,0,0.17,0.00,0.99
12.806,5.9,8.0,1,0,0.18,-0.00,0.99
12.807,6.0,7.4,1,0,0.18,0.01,0.99
12.819,6.2,6.8,1,0,0.17,0.02,0.99
12.820,6.3,6.1,1,0,0.17,0.03,0.99
12.820,6.4,6.2,1,0,0.15,0.05,0.99
12.821,6.5,6.3,1,0,0.14,0.07,0.99
12.821,6.5,6.3,1,0,0.14,0.07,0.99
12.822,6.5,6.3,1,0,0.14,0.07,0.99
12.822,6.5,6.3,1,0,0.14,0.07,0.99
12.823,6.5,6.3,1,0,0.14,0.07,0.99
12.823,6.5,6.3,1,0,0.14,0.07,0.99
12.824,6.5,6.8,1,0,0.14,0.04,0.99
12.836,6.5,7.4,1,0,0.15,0.02,1.00
12.837,6.4,8.0,1,0,0.15,-0.00,1.00
12.871,6.5,8.6,1,0,0.15,-0.02,1.00
12.872,6.7,9.2,1,0,0.15,-0.03,1.00
12.872,6.8,9.2,1,0,0.15,-0.02,0.99
12.885,6.8,8.7,1,0,0.16,-0.01,0.98
12.885,6.9,8.2,1,0,0.16,0.00,0.98
12.886,6.7,7.6,1,0,0.16,0.00,0.98
12.886,6.5,7.0,1,0,0.17,0.00,0.98
12.887,6.3,6.4,1,0,0.17,0.00,0.98
12.887,6.3,6.4,1,0,0.17,0.00,0.98
12.888,6.3,6.4,1,0,0.17,0.00,0.98
12.888,6.3,6.4,1,0,0.17,0.00,0.98
12.889,6.3,6.4,1,0,0.17,0.00,0.98
12.889,6.3,6.4,1,0,0.17,-0.00,0.98
12.902,6.4,7.2,1,0,0.17,-0.01,0.99
12.902,6.4,7.9,1,0,0.17,-0.01,0.99
12.936,6.3,7.8,1,0,0.17,-0.01,0.99
12.937,6.3,7.7,1,0,0.17,-0.01,0.99
12.937,6.2,7.6,1,0,0.17,-0.01,0.99
12.950,6.0,6.7,1,0,0.17,-0.01,0.99
12.950,5.9,5.9,1,0,0.17,-0.00,0.99
12.951,5.9,5.9,1,0,0.17,-0.00,0.99
12.951,6.0,6.0,1,0,0.16,-0.00,0.98
12.952,6.0,6.0,1,0,0.16,0.00,0.98
12.952,6.0,6.0,1,0,0.16,0.00,0.98
12.953,6.0,6.0,1,0,0.16,0.00,0.98
12.953,6.0,6.0,1,0,0.16,0.00,0.98
12.954,6.0,6.0,1,0,0.16,0.00,0.98
12.954,6.0,6.0,1,0,0.16,0.00,0.98
12.966,6.1,6.8,1,0,0.17,0.00,0.99
13.000,6.1,7.1,1,0,0.18,0.00,0.99
13.001,6.1,7.4,1,0,0.19,0.01,0.99
13.001,6.2,7.7,1,0,0.20,0.01,0.99
13.002,6.2,8.0,1,0,0.21,0.01,0.99
13.002,6.2,7.6,1,0,0.22,0.01,0.99
13.015,6.2,7.7,1,0,0.21,0.01,0.99
13.015,6.3,7.9,1,0,0.20,0.01,0.98
13.016,6.3,8.0,1,0,0.20,0.00,0.98
13.016,6.3,8.2,1,0,0.19,-0.00,0.98
13.017,6.4,8.3,1,0,0.19,-0.00,0.97
13.017,6.4,8.3,1,0,0.19,-0.00,0.97
13.018,6.4,8.3,1,0,0.19,-0.00,0.97
13.018,6.4,8.3,1,0,0.19,-0.00,0.97
13.019,6.4,8.3,1,0,0.19,-0.00,0.97
13.019,6.4,7.9,1,0,0.19,-0.01,0.98
